Source Account,Tweets,Date,Compound,Positive,Negative,Neutral,Tweets Ago
BBC,"RT @bbc5live: Today, we said goodbye to our dear colleague and friend Rachael Bland.
 
#RaiseAGlassToRach is our way of giving a big burst…",Fri Sep 21 15:41:21 +0000 2018,0.802,0.301,0.0,0.699,73
BBC,"We'd totally swipe right for a @Drake and @joshgroban collaboration! 🎶🎤

https://t.co/hpCSuIRqcB",Fri Sep 21 15:02:03 +0000 2018,0.0,0.0,0.0,1.0,74
BBC,"“I basically invented Come Dine With Me!” 😂

10 things you didn’t know about @petercrouch ➡️… https://t.co/CZGm2Rqm7I",Fri Sep 21 14:00:14 +0000 2018,0.0,0.0,0.0,1.0,75
BBC,"We're officially obsessed with Hansel the armadillo. 😍@katehumble #AnimalPark 

 https://t.co/C7i5hEMPMG",Fri Sep 21 13:01:07 +0000 2018,-0.1779,0.0,0.159,0.841,76
BBC,"😍🐶👮 Meet the cutest and newest recruits for Chile's national police force...

https://t.co/zbJZRdrUbD",Fri Sep 21 11:02:04 +0000 2018,0.5859,0.241,0.0,0.759,77
BBC,".@StaceyDooley meets the family prepping for the apocalypse. (Via @BBCThree) 

https://t.co/IZE9vJTDCy",Fri Sep 21 10:02:06 +0000 2018,0.0,0.0,0.0,1.0,78
BBC,"😳🌬👕 Extreme Laundry is NOT for the faint hearted... 

https://t.co/1N9jAKP2c4",Fri Sep 21 09:02:06 +0000 2018,0.0,0.0,0.0,1.0,79
BBC,✈️Airline Cathay Pacific has had to send a plane back to the paint shop after the company's name was spelled incorr… https://t.co/rY5SsBEsuf,Fri Sep 21 07:55:01 +0000 2018,0.0,0.0,0.0,1.0,80
BBC,"RT @BBC6Music: Have you heard this year’s @MercuryPrize winning album?

📼 Visions of a live show: Watch Mercury Prize winners Wolf Alice’s…",Fri Sep 21 07:48:00 +0000 2018,0.8934,0.422,0.0,0.578,81
BBC,"Do you Tolstoy on the treadmill? Christie on the commute? Kipling in the kitchen?

Here are 13 reasons why listenin… https://t.co/DoKcev0DyQ",Fri Sep 21 07:32:05 +0000 2018,0.0,0.0,0.0,1.0,82
BBC,"""He was dissing me and then laughing his head off."" 😂👑

When Prince Harry met @PeterCrouch... 

https://t.co/BYAEWcmlcK",Fri Sep 21 07:03:06 +0000 2018,0.4939,0.167,0.0,0.833,83
BBC,"🎶🎧 @AnnieMac hosts this year's prestigious music awards ceremony from the Eventim Apollo in London. 

#MercuryPrize… https://t.co/p2sWK8Ix9N",Thu Sep 20 19:01:09 +0000 2018,0.4588,0.158,0.0,0.842,84
BBC,📷 🌃 Photographer and art director @liamwong creates incredible sci-fi-style images of Tokyo at night...… https://t.co/qfz5mAzCcd,Thu Sep 20 17:02:07 +0000 2018,0.2732,0.139,0.0,0.861,85
BBC,"RT @BBC6Music: It's nearly time for the #MercuryPrize 2018, but who's nominated? Who might win? 

Here's the 6 Music Guide, and you can lea…",Thu Sep 20 16:54:15 +0000 2018,0.7622,0.202,0.0,0.798,86
BBC,"'A pan of lasagne can say a lot more than a sympathy card'.

Is food the best language of grief? 📻👉… https://t.co/oKCl8LQCZt",Thu Sep 20 16:06:06 +0000 2018,0.5829,0.257,0.118,0.625,87
BBC,"Go Denis! 💪 This 85-year-old great grandfather tackled would-be robbers wielding a sawn-off shotgun and hammers... 

https://t.co/RMqAjJb7r7",Thu Sep 20 15:04:05 +0000 2018,0.6588,0.239,0.0,0.761,88
BBC,"A US convict whose talent for art caught the eye of a prison warden, ultimately leading to a review of his case, ha… https://t.co/uWTWMR7NHF",Thu Sep 20 14:02:05 +0000 2018,-0.128,0.112,0.131,0.757,89
BBC,"Where can toys go when they're no longer played with? 🐻👶🍼

Becky set up a charity that lets parents donate baby ess… https://t.co/KEJmmprRC5",Thu Sep 20 13:04:04 +0000 2018,0.4588,0.197,0.083,0.72,90
BBC,"RT @bbcdoctorwho: The official trailer is here! ""I’m the Doctor, when people need help, I never refuse."" #DoctorWho https://t.co/KAGogcYDfn",Thu Sep 20 12:46:06 +0000 2018,0.4574,0.15,0.0,0.85,91
BBC,"Would you eat deep fried mashed potato? 😋

https://t.co/HQkBYTF9dM",Thu Sep 20 11:02:02 +0000 2018,0.0,0.0,0.0,1.0,92
BBC,"🌍If half the UK switched to reusable water bottles, we'd save enough plastic to stretch to the moon and back in jus… https://t.co/wA8SXwzmUi",Thu Sep 20 10:04:00 +0000 2018,0.4939,0.127,0.0,0.873,93
BBC,RT @bbcwritersroom: We spoke to co-writer of #Trust @alicenut1 about her career move from member of band Chumbawamba to #screenwriter and w…,Thu Sep 20 09:43:08 +0000 2018,0.0,0.0,0.0,1.0,94
BBC,RT @BBCRadio2: Congratulations Chris and Natasha! https://t.co/bBbx8oMBdi,Thu Sep 20 09:31:02 +0000 2018,0.636,0.411,0.0,0.589,95
BBC,"What do you do with food that's close to going out of date?

This Nigerian entrepreneur’s app helps to prevent food… https://t.co/4k3xfrSkH6",Thu Sep 20 09:04:04 +0000 2018,0.4019,0.156,0.0,0.844,96
BBC,From frittatas to french toast: these big breakfasts are inexpensive and will fill you up until lunch. 🍳🥓☕️… https://t.co/ZEtsi3LTRc,Thu Sep 20 08:02:04 +0000 2018,0.0,0.0,0.0,1.0,97
BBC,"“The most important thing was him.""

An ultra runner has told @annaefoster why she breastfed her baby son during a… https://t.co/t4KTaQv6XQ",Thu Sep 20 07:32:07 +0000 2018,0.2716,0.095,0.0,0.905,98
BBC,"""Is it right that my people are banned from shops like dogs?"" 

This is life for a young traveller in Scotland...

https://t.co/hGTXZRjkyk",Thu Sep 20 07:02:05 +0000 2018,-0.128,0.102,0.122,0.776,99
BBC,"Will is a pupil barrister, wondering if any of his clients are innocent and if it matters... 

Defending the Guilty… https://t.co/BffvBxfYkX",Wed Sep 19 20:04:06 +0000 2018,0.34,0.112,0.0,0.888,100
FoxNews,".@POTUS: ""I really believe North Korea has tremendous economic potential and I believe that Chairman Kim and the pe… https://t.co/Yjvs1efdTr",Mon Sep 24 19:27:46 +0000 2018,0.0,0.0,0.0,1.0,1
FoxNews,".@SenateMajLdr: ""Let's put aside this last minute unsubstantiated smear. Let's return to the facts. Let's have a fa… https://t.co/XwnCVFMOGb",Mon Sep 24 19:25:15 +0000 2018,-0.3612,0.0,0.128,0.872,2
FoxNews,".@POTUS: ""I'm meeting with Rod Rosenstein on Thursday when I get back...and we'll be determining what's going on.""… https://t.co/MqkYQ7TSvt",Mon Sep 24 19:14:13 +0000 2018,0.0,0.0,0.0,1.0,3
FoxNews,".@SenateMajLdr: ""This shameful, shameful smear campaign has hit a new low...Senate Democrats and their allies are t… https://t.co/LHkNNwmmLd",Mon Sep 24 19:14:01 +0000 2018,-0.836,0.0,0.389,0.611,4
FoxNews,".@POTUS on new trade agreement with South Korea: ""I think it's a very exciting event. It was a long time in coming… https://t.co/K59d4WjgHb",Mon Sep 24 19:05:13 +0000 2018,0.7713,0.26,0.0,0.74,5
FoxNews,"Earlier, Ambassador @nikkihaley participated in the Global Call to Action on the World Drug Problem at the @UN Gene… https://t.co/01zlrjAQrS",Mon Sep 24 18:50:38 +0000 2018,-0.4019,0.0,0.124,0.876,6
FoxNews,"Kavanaugh fires back at latest allegation, says he won’t be ‘intimidated into withdrawing’ https://t.co/tmFBzLMsqt https://t.co/ZX5yJqAM5J",Mon Sep 24 18:45:00 +0000 2018,0.0,0.0,0.0,1.0,7
FoxNews,"Rosenstein to meet with Trump in wake of 'wire' report, amid firing speculation https://t.co/KCpsa1ZqlC https://t.co/weJGkr5VVY",Mon Sep 24 18:41:13 +0000 2018,-0.34,0.0,0.146,0.854,8
FoxNews,.@BryanDeanWright: @HillaryClinton’s attack on the Electoral College is only her latest act of desperation -- and d… https://t.co/LGWsbbErv2,Mon Sep 24 18:39:38 +0000 2018,-0.7269,0.0,0.276,0.724,9
FoxNews,Couple shocked to find they just bought infamous MS-13 house https://t.co/owfENjEm7x,Mon Sep 24 18:29:57 +0000 2018,-0.3182,0.0,0.187,0.813,10
FoxNews,Baby found crawling across New Jersey road prompts investigation https://t.co/wrIR8Y7mMg,Mon Sep 24 18:20:29 +0000 2018,0.0,0.0,0.0,1.0,11
FoxNews,"RT @FoxNewsResearch: As measured by the Wilshire 5000, U.S. stocks have gained approximately $9.5 trillion in value since Election Day 2016…",Mon Sep 24 18:14:43 +0000 2018,0.6124,0.208,0.0,0.792,12
FoxNews,"BREAKING NEWS: Kavanaugh calls sex claims 'smears, pure and simple' in new letter to Grassley and Feinstein, vows t… https://t.co/SNakQNK2Up",Mon Sep 24 18:05:11 +0000 2018,0.0,0.0,0.0,1.0,13
FoxNews,"Man, 74, found alive days after fire rips through DC senior living center https://t.co/aS7mideSma",Mon Sep 24 17:50:00 +0000 2018,0.0516,0.153,0.141,0.706,14
FoxNews,Judge Judy on Brett Kavanaugh confirmation: 'They're supposed to listen to evidence' https://t.co/TarvsQej3S,Mon Sep 24 17:40:00 +0000 2018,0.0,0.0,0.0,1.0,15
FoxNews,Childhood cancer survivors wed at hospital they met in 25 years later https://t.co/kF3YR4QFOF,Mon Sep 24 17:35:00 +0000 2018,-0.6597,0.0,0.268,0.732,16
FoxNews,"Deputy Attorney General Rod Rosenstein is scheduled to meet with President Trump Thursday the White House says, see… https://t.co/CGIcmU1LTF",Mon Sep 24 17:30:01 +0000 2018,0.0,0.0,0.0,1.0,17
FoxNews,"Hurricane Florence aftermath sees North Carolina residents stepping up, helping out neighbors https://t.co/BN63uMBoeH",Mon Sep 24 17:15:00 +0000 2018,0.296,0.155,0.0,0.845,18
FoxNews,"BREAKING NEWS: Rosenstein to meet with President @realDonaldTrump on 'wire' report, amid firing speculation https://t.co/VwGcqCgAqG",Mon Sep 24 17:09:02 +0000 2018,-0.34,0.0,0.146,0.854,19
FoxNews,Painted baby turtles perplex customs officers at Dulles airport https://t.co/46hAY7GQZN,Mon Sep 24 17:03:15 +0000 2018,0.0,0.0,0.0,1.0,20
FoxNews,".@POTUS: ""I really believe North Korea has tremendous economic potential and I believe that Chairman Kim and the pe… https://t.co/Yjvs1efdTr",Mon Sep 24 19:27:46 +0000 2018,0.0,0.0,0.0,1.0,21
FoxNews,".@SenateMajLdr: ""Let's put aside this last minute unsubstantiated smear. Let's return to the facts. Let's have a fa… https://t.co/XwnCVFMOGb",Mon Sep 24 19:25:15 +0000 2018,-0.3612,0.0,0.128,0.872,22
FoxNews,".@POTUS: ""I'm meeting with Rod Rosenstein on Thursday when I get back...and we'll be determining what's going on.""… https://t.co/MqkYQ7TSvt",Mon Sep 24 19:14:13 +0000 2018,0.0,0.0,0.0,1.0,23
FoxNews,".@SenateMajLdr: ""This shameful, shameful smear campaign has hit a new low...Senate Democrats and their allies are t… https://t.co/LHkNNwmmLd",Mon Sep 24 19:14:01 +0000 2018,-0.836,0.0,0.389,0.611,24
FoxNews,".@POTUS on new trade agreement with South Korea: ""I think it's a very exciting event. It was a long time in coming… https://t.co/K59d4WjgHb",Mon Sep 24 19:05:13 +0000 2018,0.7713,0.26,0.0,0.74,25
FoxNews,"Earlier, Ambassador @nikkihaley participated in the Global Call to Action on the World Drug Problem at the @UN Gene… https://t.co/01zlrjAQrS",Mon Sep 24 18:50:38 +0000 2018,-0.4019,0.0,0.124,0.876,26
FoxNews,"Kavanaugh fires back at latest allegation, says he won’t be ‘intimidated into withdrawing’ https://t.co/tmFBzLMsqt https://t.co/ZX5yJqAM5J",Mon Sep 24 18:45:00 +0000 2018,0.0,0.0,0.0,1.0,27
FoxNews,"Rosenstein to meet with Trump in wake of 'wire' report, amid firing speculation https://t.co/KCpsa1ZqlC https://t.co/weJGkr5VVY",Mon Sep 24 18:41:13 +0000 2018,-0.34,0.0,0.146,0.854,28
FoxNews,.@BryanDeanWright: @HillaryClinton’s attack on the Electoral College is only her latest act of desperation -- and d… https://t.co/LGWsbbErv2,Mon Sep 24 18:39:38 +0000 2018,-0.7269,0.0,0.276,0.724,29
FoxNews,Couple shocked to find they just bought infamous MS-13 house https://t.co/owfENjEm7x,Mon Sep 24 18:29:57 +0000 2018,-0.3182,0.0,0.187,0.813,30
FoxNews,Baby found crawling across New Jersey road prompts investigation https://t.co/wrIR8Y7mMg,Mon Sep 24 18:20:29 +0000 2018,0.0,0.0,0.0,1.0,31
FoxNews,"RT @FoxNewsResearch: As measured by the Wilshire 5000, U.S. stocks have gained approximately $9.5 trillion in value since Election Day 2016…",Mon Sep 24 18:14:43 +0000 2018,0.6124,0.208,0.0,0.792,32
FoxNews,"BREAKING NEWS: Kavanaugh calls sex claims 'smears, pure and simple' in new letter to Grassley and Feinstein, vows t… https://t.co/SNakQNK2Up",Mon Sep 24 18:05:11 +0000 2018,0.0,0.0,0.0,1.0,33
FoxNews,"Man, 74, found alive days after fire rips through DC senior living center https://t.co/aS7mideSma",Mon Sep 24 17:50:00 +0000 2018,0.0516,0.153,0.141,0.706,34
FoxNews,Judge Judy on Brett Kavanaugh confirmation: 'They're supposed to listen to evidence' https://t.co/TarvsQej3S,Mon Sep 24 17:40:00 +0000 2018,0.0,0.0,0.0,1.0,35
FoxNews,Childhood cancer survivors wed at hospital they met in 25 years later https://t.co/kF3YR4QFOF,Mon Sep 24 17:35:00 +0000 2018,-0.6597,0.0,0.268,0.732,36
FoxNews,"Deputy Attorney General Rod Rosenstein is scheduled to meet with President Trump Thursday the White House says, see… https://t.co/CGIcmU1LTF",Mon Sep 24 17:30:01 +0000 2018,0.0,0.0,0.0,1.0,37
FoxNews,"Hurricane Florence aftermath sees North Carolina residents stepping up, helping out neighbors https://t.co/BN63uMBoeH",Mon Sep 24 17:15:00 +0000 2018,0.296,0.155,0.0,0.845,38
FoxNews,"BREAKING NEWS: Rosenstein to meet with President @realDonaldTrump on 'wire' report, amid firing speculation https://t.co/VwGcqCgAqG",Mon Sep 24 17:09:02 +0000 2018,-0.34,0.0,0.146,0.854,39
FoxNews,Painted baby turtles perplex customs officers at Dulles airport https://t.co/46hAY7GQZN,Mon Sep 24 17:03:15 +0000 2018,0.0,0.0,0.0,1.0,40
FoxNews,.@POTUS addresses #UNGA on global 'drug epidemic' https://t.co/yIOSkRNjDe,Mon Sep 24 16:48:49 +0000 2018,0.0,0.0,0.0,1.0,41
FoxNews,American tourist in Bahamas bitten by shark while spearfishing https://t.co/MP4ZX54EI0,Mon Sep 24 16:35:00 +0000 2018,0.0,0.0,0.0,1.0,42
FoxNews,Former First Lady Michelle Obama spoke at a rally on Sunday to encourage voter registration and warned Nevadans tha… https://t.co/I61uhp00qN,Mon Sep 24 16:26:21 +0000 2018,0.296,0.147,0.094,0.759,43
FoxNews,Colin Kaepernick comeback campaign undertaken by 49ers fans after gruesome Garoppolo injury https://t.co/stIr5Y0YD8,Mon Sep 24 16:15:00 +0000 2018,-0.4215,0.0,0.189,0.811,44
FoxNews,JUST IN: Dallas police officer Amber Guyger fired after fatally shooting neighbor Botham Jean https://t.co/gHTV47ASC9,Mon Sep 24 16:03:40 +0000 2018,-0.8316,0.0,0.375,0.625,45
FoxNews,Michelle Obama hits the road to push midterm voter turnout @AmericaNewsroom https://t.co/zD2JFe7jsE,Mon Sep 24 15:57:59 +0000 2018,0.0,0.0,0.0,1.0,46
FoxNews,Kavanaugh confirmation derailed by sexual misconduct allegations: A list of his accusers https://t.co/tkn2NJdrn0,Mon Sep 24 15:45:00 +0000 2018,-0.34,0.0,0.179,0.821,47
FoxNews,Sailor injured during solo race rescued from Indian Ocean after reportedly surviving on iced tea https://t.co/rrdgtc8tfJ,Mon Sep 24 15:35:00 +0000 2018,0.3182,0.242,0.13,0.628,48
FoxNews,"Secretary of State Mike Pompeo, National Security Council Advisor Ambassador John Bolton and United States Ambassad… https://t.co/C6g1eujVEF",Mon Sep 24 15:15:10 +0000 2018,0.6369,0.257,0.0,0.743,49
FoxNews,Iowa freight train derailment sends rail cars plunging into river https://t.co/yxVXikc2XE,Mon Sep 24 15:15:00 +0000 2018,0.0,0.0,0.0,1.0,50
FoxNews,"BREAKING NEWS: Deputy AG Rosenstein heading to White House expecting to be fired, sources say… https://t.co/9558vCyTGg",Mon Sep 24 14:54:25 +0000 2018,-0.5574,0.0,0.194,0.806,51
FoxNews,Bill Cosby found guilty of sexual assault: A look at the case https://t.co/Vf0JRrnAbr,Mon Sep 24 14:45:00 +0000 2018,-0.765,0.0,0.398,0.602,52
FoxNews,'Ignorant and Unfunny': @benshapiro Blasts Sanders for Saying America 'Starves Little Children' https://t.co/EFP6QSRMj2,Mon Sep 24 14:35:00 +0000 2018,-0.6597,0.0,0.329,0.671,53
FoxNews,Trump's new 'Beast' limousine spotted roaming New York City https://t.co/gNdcVQ2n5v,Mon Sep 24 14:15:00 +0000 2018,0.0,0.0,0.0,1.0,54
FoxNews,".@POTUS pledges support of Kavanaugh in wake of new, 'totally political' sexual misconduct allegations https://t.co/SDT6DZOZ6X",Mon Sep 24 13:30:36 +0000 2018,0.4019,0.162,0.0,0.838,55
FoxNews,FBI joins search for missing 6-year-old boy with autism in North Carolina https://t.co/KPvJAxtlYT,Mon Sep 24 13:15:00 +0000 2018,-0.296,0.0,0.155,0.845,56
FoxNews,".@POTUS: “In the United States, we’re taking aggressive action securing our borders, supporting law enforcement, de… https://t.co/qmXeX1Fnib",Mon Sep 24 13:00:35 +0000 2018,0.7506,0.354,0.071,0.575,57
FoxNews,.@POTUS: “It’s vital for public health and national security that we fight drug addiction and stop all forms of tra… https://t.co/65Xp7Yek0n,Mon Sep 24 12:53:26 +0000 2018,-0.0516,0.174,0.182,0.644,58
FoxNews,.@POTUS: “The scourge of drug addiction continues to claim too many lives in the United States and in nations aroun… https://t.co/Duaudhw6tu,Mon Sep 24 12:44:51 +0000 2018,0.4215,0.123,0.0,0.877,59
FoxNews,.@nikkihaley: “The president takes a personal interest in the fight against drugs...Drugs are not only an American… https://t.co/GGMD804B5u,Mon Sep 24 12:42:49 +0000 2018,0.1027,0.146,0.126,0.728,60
FoxNews,"Tom Homan: ""Every place they have put a wall up or a barrier, it has worked 100 percent of the time."" @foxandfriends https://t.co/EGDnPbgs5B",Mon Sep 24 12:32:44 +0000 2018,-0.128,0.0,0.07,0.93,61
FoxNews,President @realDonaldTrump participates in the Global Call to Action on the World Drug Problem at the @UN. https://t.co/T0GDBI8vnU,Mon Sep 24 12:30:40 +0000 2018,-0.4019,0.0,0.137,0.863,62
FoxNews,"Michelle Obama: “If we want qualified people that we trust, then people have to vote.” https://t.co/tN9XrBgbua",Mon Sep 24 12:30:01 +0000 2018,0.5574,0.247,0.0,0.753,63
FoxNews,.@POTUS arrives at #UNGA https://t.co/IhtjMN59To,Mon Sep 24 12:23:27 +0000 2018,0.0,0.0,0.0,1.0,64
FoxNews,OPINION: @BrittMcHenry: Why Tiger Woods' win is so much more than just a victory on the golf course https://t.co/zyQDM3tvSN,Mon Sep 24 12:15:00 +0000 2018,0.5859,0.183,0.0,0.817,65
FoxNews,"Grassley promises evaluation of new claims against Kavanaugh, hits Dems for withholding info https://t.co/tiy3Tlg12C",Mon Sep 24 12:00:01 +0000 2018,0.3818,0.167,0.0,0.833,66
FoxNews,Florida Chick-fil-A throws surprise 100th birthday party for loyal customer https://t.co/FCyvQNCy42,Mon Sep 24 11:55:00 +0000 2018,0.7845,0.497,0.0,0.503,67
FoxNews,"Iran warns US, Israel of 'devastating' response after deadly parade attack, report says https://t.co/xSsSrXFf0q",Mon Sep 24 11:45:00 +0000 2018,-0.5423,0.0,0.273,0.727,68
FoxNews,RT @FoxBusiness: Market value since election: https://t.co/bV9IapTVTF,Mon Sep 24 11:44:23 +0000 2018,0.34,0.286,0.0,0.714,69
FoxNews,Fifth-Grade Students Show Incredible Respect in Protecting American Flag https://t.co/m4nJcFed6e @foxandfriends https://t.co/aMffDGMMjI,Mon Sep 24 11:30:00 +0000 2018,0.4767,0.22,0.0,0.78,70
FoxNews,.@AmbJohnBolton: “I think one of the most significant things he did was get out of the wretched Iran nuclear deal.”… https://t.co/OAkxPJSTau,Mon Sep 24 11:25:00 +0000 2018,0.2716,0.095,0.0,0.905,71
FoxNews,".@AmbJohnBolton: “In America, we the people are sovereign, and I don’t think the president wants anybody to forget… https://t.co/yz18xIpqi9",Mon Sep 24 11:20:00 +0000 2018,0.0,0.0,0.0,1.0,72
FoxNews,Stock futures point lower as new US-China tariffs go into effect (via @FoxBusiness) https://t.co/H5TjTwyuhE,Mon Sep 24 11:15:00 +0000 2018,-0.296,0.0,0.145,0.855,73
FoxNews,.@AmbJohnBolton: “He looks out after the best interest of the American people. They’re the ones who elected him. Th… https://t.co/FCNeLRBDX3,Mon Sep 24 11:08:00 +0000 2018,0.802,0.286,0.0,0.714,74
FoxNews,".@AmbJohnBolton: “We have always tried to stay as close as we can to our allies in South Korea, and we just need to… https://t.co/2xkzHNwaLc",Mon Sep 24 11:02:00 +0000 2018,0.0,0.0,0.0,1.0,75
FoxNews,"Suspect dead, Baltimore cop wounded in shootout that sounded 'like a war' https://t.co/GXN3BVK76K",Mon Sep 24 10:45:00 +0000 2018,-0.836,0.12,0.498,0.383,76
FoxNews,.@kayleighmcenany: “It’s undeniable that he will show American strength and leadership in what is a very tough spee… https://t.co/HBJMjUo8hS,Mon Sep 24 10:30:00 +0000 2018,0.3415,0.152,0.085,0.762,77
FoxNews,Florida man gets 20 years for stealing $600 worth of cigarettes https://t.co/R8KO8YBnjg,Mon Sep 24 10:15:00 +0000 2018,-0.4215,0.122,0.237,0.641,78
FoxNews,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/AqRt6rqInM,Mon Sep 24 10:10:13 +0000 2018,0.0,0.0,0.0,1.0,79
FoxNews,.@POTUS to address range of issues at the #UNGA https://t.co/Shc8wtLdDX,Mon Sep 24 09:56:12 +0000 2018,0.0,0.0,0.0,1.0,80
FoxNews,Green Bay Packers' Clay Matthews blasts NFL after controversial penalty: 'I think they're getting soft' (via… https://t.co/dGGDm5EdeF,Mon Sep 24 09:47:51 +0000 2018,-0.5859,0.0,0.242,0.758,81
FoxNews,"Indonesian teen survives 49 days adrift without paddle, but with Bible: report https://t.co/NMhrdTWswN",Mon Sep 24 09:45:00 +0000 2018,0.0,0.0,0.0,1.0,82
FoxNews,"Ohio bar loses liquor license when food stamps are used to buy drugs, lap dances https://t.co/a21PcHr4Sl",Mon Sep 24 09:30:00 +0000 2018,-0.3182,0.0,0.133,0.867,83
FoxNews,WATCH: Kavanaugh Protesters Refuse to Denounce Keith Ellison https://t.co/oGH4M2u69n,Mon Sep 24 09:15:00 +0000 2018,-0.6705,0.0,0.52,0.48,84
FoxNews,"Sheriff Thomas Hodgson: “This president’s a problem solver trying to do the people’s work and Congress, as usual, i… https://t.co/S8QeBLSyZN",Mon Sep 24 08:45:00 +0000 2018,-0.4019,0.0,0.13,0.87,85
FoxNews,Ronnie James Dio's widow says it was 'very difficult' sending his possessions to auction: 'Some of the shirts still… https://t.co/oU5tgI0Miw,Mon Sep 24 08:30:00 +0000 2018,-0.4201,0.0,0.128,0.872,86
FoxNews,"Mary Kay Letourneau, teacher who had affair with 12-year-old student, said she 'didn't know' it was illegal https://t.co/KNMpr1avzN",Mon Sep 24 08:15:00 +0000 2018,-0.5574,0.0,0.175,0.825,87
FoxNews,Instagram influencer angers followers with in-flight photo accessory https://t.co/oCTUN1qEGs,Mon Sep 24 08:00:01 +0000 2018,-0.5106,0.0,0.292,0.708,88
FoxNews,"California kindergarten student can take cannabis to school, judge rules https://t.co/d3NeztdFpD",Mon Sep 24 07:15:00 +0000 2018,0.0,0.0,0.0,1.0,89
FoxNews,Pope Francis says snuff out ‘any whiff’ of resurgent anti-Semitism https://t.co/3AuwtCoz2e,Mon Sep 24 06:45:00 +0000 2018,0.0,0.0,0.0,1.0,90
FoxNews,.@RLHeinrichs: “We’re in a much different place than we were a year ago.” @foxandfriends https://t.co/LyVwRIFYkw,Mon Sep 24 06:30:00 +0000 2018,0.0,0.0,0.0,1.0,91
FoxNews,OPINION: What happened when my husband and I had an argument in front of our children https://t.co/mqGROoVk5i,Mon Sep 24 06:15:00 +0000 2018,-0.3612,0.0,0.143,0.857,92
FoxNews,Woman who sheltered Hurricane Florence animals is charged with practicing veterinary medicine without license https://t.co/TcGVEz3eXo,Mon Sep 24 06:00:00 +0000 2018,-0.2023,0.0,0.114,0.886,93
FoxNews,.@TigerWoods holds the Calamity Jane putter after winning the #PGATOUR. https://t.co/yTvcYZiCxM https://t.co/DLB7QAHgsc,Mon Sep 24 05:45:00 +0000 2018,0.5267,0.236,0.0,0.764,94
FoxNews,"Daniel Hoffman: ""@POTUS did the right thing by tapping the brakes on declassification just to allow the declassific… https://t.co/dkStk96tLy",Mon Sep 24 05:31:00 +0000 2018,0.2263,0.095,0.0,0.905,95
FoxNews,.@AndyStanley: Five reasons people leave the church https://t.co/6Okq0ObxQQ,Mon Sep 24 05:15:00 +0000 2018,-0.0516,0.0,0.146,0.854,96
FoxNews,"Bill Cosby to be sentenced for sexual assault, could face 30 years in prison https://t.co/i7q3kO6J53",Mon Sep 24 05:00:00 +0000 2018,-0.802,0.0,0.406,0.594,97
FoxNews,".@SecPompeo on refugees: ""This is a generous nation. To focus just on this legal term 'refugees,' on this notion of… https://t.co/9S6otT77HO",Mon Sep 24 04:45:00 +0000 2018,0.6027,0.215,0.0,0.785,98
FoxNews,.@HillaryClinton appears on 'The Late Show with Stephen Colbert' to ask FBI to investigate Kavanaugh https://t.co/vdwdD3Jk1P,Mon Sep 24 04:30:00 +0000 2018,0.0,0.0,0.0,1.0,99
FoxNews,.@jasoninthehouse: “I do think that the letter should be released unredacted to the public at this point if she is… https://t.co/dTEgQRyFXU,Mon Sep 24 04:15:00 +0000 2018,0.0,0.0,0.0,1.0,100
